tiff,anyScriptOrigin,validate,jpg,png,onload,pdf,config_id,dpi,resolution,quality,indexed
0,1,1,1,0,1,0,148,50,2073600,0.1,1
0,1,0,1,0,0,0,149,400,307200,0.9,2
0,0,0,1,0,1,0,150,400,8294400,0.9,4
0,1,0,0,1,0,0,151,200,2073600,0.1,8
1,1,1,0,0,1,0,152,400,307200,0.1,8
1,1,0,0,0,0,0,153,200,2073600,0.1,8
0,1,1,0,0,1,1,154,400,8294400,0.1,4
1,0,0,0,0,0,0,155,50,307200,0.1,2
0,1,1,0,0,1,1,156,400,8294400,0.1,8
0,1,1,0,1,1,0,157,400,307200,0.1,4
0,1,1,0,1,1,0,158,400,307200,0.1,8
0,1,1,1,0,1,0,159,100,2073600,0.1,1
0,1,1,0,0,1,1,160,100,307200,0.1,4
0,1,1,0,0,1,1,161,100,307200,0.1,8
0,0,0,0,1,0,0,162,50,307200,0.1,2
0,0,0,1,0,1,0,163,400,8294400,0.9,1
0,0,0,1,0,1,0,164,400,8294400,0.9,2
1,0,0,0,0,0,0,165,400,307200,0.1,2
0,0,0,0,1,0,0,166,400,307200,0.1,2
0,1,0,0,0,0,1,167,200,2073600,0.1,8
0,1,1,0,0,1,1,168,100,307200,0.1,1
0,1,1,0,0,1,1,169,400,2073600,0.1,1
0,1,1,1,0,1,0,170,50,8294400,0.9,1
0,1,1,1,0,1,0,171,50,8294400,0.1,1
0,0,0,1,0,1,0,172,400,2073600,0.9,4
1,1,1,0,0,1,0,173,100,8294400,0.1,1
0,1,1,0,1,1,0,174,100,8294400,0.1,1
0,1,1,1,0,1,0,175,50,8294400,0.9,2
0,1,1,1,0,1,0,176,50,8294400,0.1,2
0,1,1,1,0,0,0,177,100,8294400,0.9,1
0,0,0,0,0,1,1,178,200,2073600,0.1,4
0,1,1,1,0,1,0,179,50,8294400,0.9,4
1,0,0,0,0,0,0,180,100,307200,0.1,2
0,1,1,1,0,1,0,181,50,8294400,0.1,4
0,0,0,1,0,1,0,182,50,307200,0.9,4
0,1,1,1,0,1,0,183,100,8294400,0.9,1
0,0,0,0,1,0,0,184,100,307200,0.1,2
0,1,1,1,0,1,0,185,100,8294400,0.1,1
1,0,0,0,0,0,0,186,400,307200,0.1,8
0,0,0,0,1,1,0,187,200,2073600,0.1,4
0,0,0,0,1,0,0,188,400,307200,0.1,8
0,0,1,1,0,0,0,189,50,307200,0.9,4
1,0,0,0,0,1,0,190,200,2073600,0.1,4
1,0,0,0,0,0,0,191,50,307200,0.1,8
0,1,0,1,0,1,0,192,100,8294400,0.9,1
0,1,1,1,0,1,0,193,100,8294400,0.9,2
0,0,0,1,0,1,0,194,50,307200,0.1,4
0,0,0,0,1,1,0,195,200,307200,0.1,4
0,1,1,1,0,0,0,196,100,8294400,0.9,4
0,0,0,0,1,0,0,197,50,307200,0.1,8
0,1,1,1,0,0,0,198,100,8294400,0.9,8
1,0,0,0,0,1,0,199,200,307200,0.1,4
0,1,1,1,0,1,0,200,100,8294400,0.1,2
0,1,1,1,0,1,0,201,100,8294400,0.9,4
0,0,0,1,0,1,0,202,400,307200,0.1,4
0,1,1,1,0,1,0,203,100,8294400,0.1,4
0,0,0,0,0,0,1,204,400,307200,0.1,8
1,1,1,0,0,1,0,205,100,8294400,0.1,4
0,0,0,0,0,0,1,206,50,307200,0.1,8
0,0,0,1,0,0,0,207,200,2073600,0.9,4
1,1,1,0,0,1,0,208,100,8294400,0.1,8
0,0,1,1,0,0,0,209,400,307200,0.1,4
0,0,1,1,0,0,0,210,50,307200,0.1,4
0,0,0,1,0,0,0,211,200,2073600,0.1,4
0,0,0,1,0,0,0,212,200,307200,0.9,4
0,1,1,1,0,1,0,213,400,8294400,0.9,1
0,0,0,1,0,0,0,214,200,307200,0.1,4
0,0,1,0,1,1,0,215,400,307200,0.1,4
0,1,1,1,0,1,0,216,200,8294400,0.9,1
0,1,1,1,0,1,0,217,200,8294400,0.9,4
1,0,1,0,0,1,0,218,400,307200,0.1,4
0,1,1,0,1,1,0,219,100,8294400,0.1,4
0,1,0,0,0,0,1,220,200,2073600,0.1,4
0,1,1,1,0,1,0,221,200,2073600,0.9,4
0,0,1,0,0,1,1,222,400,307200,0.1,4
0,1,1,1,0,1,0,223,400,2073600,0.9,4
1,0,0,0,0,0,0,224,100,307200,0.1,8
0,0,0,0,1,0,0,225,100,307200,0.1,8
0,0,0,0,0,0,1,226,100,307200,0.1,8
0,0,0,0,0,0,1,227,400,307200,0.1,4
0,1,1,1,0,1,0,228,400,2073600,0.1,4
0,1,1,1,0,1,0,229,100,307200,0.1,4
0,0,1,0,1,1,0,230,50,307200,0.1,4
1,0,0,0,0,0,0,231,400,8294400,0.1,4
1,0,1,0,0,1,0,232,50,307200,0.1,4
0,1,1,1,0,1,0,233,400,307200,0.1,4
0,1,1,0,1,1,0,234,100,8294400,0.1,8
0,1,1,1,0,1,0,235,400,307200,0.9,4
0,0,0,0,1,0,0,236,400,8294400,0.1,4
0,1,1,1,0,1,0,237,200,307200,0.9,4
1,0,0,0,0,0,0,238,50,8294400,0.1,4
0,0,1,0,0,0,1,239,200,2073600,0.1,8
0,0,1,0,0,1,1,240,50,307200,0.1,4
0,1,0,1,0,1,0,241,100,8294400,0.9,4
0,0,1,0,0,0,1,242,200,2073600,0.1,4
0,0,0,0,1,0,0,243,50,8294400,0.1,4
0,1,1,1,0,1,0,244,200,307200,0.1,4
1,0,0,0,0,0,0,245,400,8294400,0.1,1
0,0,0,1,0,1,0,246,50,8294400,0.9,4
0,0,0,1,0,1,0,247,400,8294400,0.1,4
0,0,0,0,0,1,1,248,50,307200,0.1,8
0,0,0,1,0,1,0,249,50,8294400,0.1,4
0,1,1,1,0,1,0,250,400,307200,0.9,1
0,0,0,0,0,1,1,251,400,2073600,0.1,8
0,1,1,1,0,1,0,252,400,307200,0.1,1
0,1,1,1,0,1,0,253,200,307200,0.1,1
0,1,1,1,0,1,0,254,200,307200,0.9,1
0,1,1,1,0,1,0,255,50,2073600,0.1,4
0,0,0,0,0,1,1,256,50,2073600,0.1,8
0,1,1,1,0,1,0,257,50,2073600,0.9,4
0,0,0,0,0,1,1,258,100,2073600,0.1,8
0,0,0,0,1,1,0,259,400,307200,0.1,8
0,0,1,0,1,1,0,260,400,8294400,0.1,4
0,1,0,1,0,1,0,261,100,8294400,0.9,8
1,0,0,0,0,1,0,262,400,307200,0.1,8
0,1,1,1,0,1,0,263,50,2073600,0.1,8
0,0,0,0,1,1,0,264,50,307200,0.1,8
1,0,0,0,0,1,0,265,50,307200,0.1,8
0,0,1,1,0,1,0,266,100,8294400,0.9,1
0,0,0,0,1,0,0,267,400,8294400,0.1,1
1,0,1,0,0,1,0,268,400,8294400,0.1,4
1,0,0,0,0,0,0,269,100,8294400,0.1,4
0,1,1,1,0,1,0,270,50,8294400,0.1,8
1,0,0,0,0,1,0,271,100,307200,0.1,8
0,1,1,1,0,1,0,272,100,8294400,0.1,8
0,0,1,1,0,0,0,273,400,8294400,0.9,4
0,0,0,0,1,0,0,274,100,8294400,0.1,4
0,0,1,0,0,1,1,275,400,8294400,0.1,4
1,0,0,0,0,0,0,276,400,2073600,0.1,4
0,0,1,1,0,1,0,277,100,8294400,0.9,2
0,0,0,0,1,0,0,278,400,2073600,0.1,4
0,1,1,1,0,1,0,279,50,2073600,0.9,2
0,0,1,0,1,1,0,280,50,8294400,0.1,4
1,1,1,0,0,1,0,281,100,8294400,0.1,2
1,0,1,0,0,1,0,282,50,8294400,0.1,4
0,0,0,0,1,1,0,283,400,2073600,0.1,8
1,0,0,0,0,0,0,284,50,2073600,0.1,4
0,0,0,0,1,0,0,285,50,2073600,0.1,4
1,0,0,0,0,0,0,286,400,2073600,0.1,1
0,0,1,1,0,0,0,287,50,8294400,0.9,4
1,0,0,0,0,1,0,288,400,2073600,0.1,8
0,1,1,1,0,1,0,289,50,2073600,0.1,2
0,0,0,0,1,0,0,290,400,2073600,0.1,1
0,0,0,0,1,1,0,291,50,2073600,0.1,8
0,1,1,0,1,1,0,292,100,8294400,0.1,2
0,1,1,1,0,0,0,293,100,8294400,0.9,2
1,0,0,0,0,1,0,294,50,2073600,0.1,8
0,0,1,0,0,1,1,295,50,8294400,0.1,4
0,1,0,1,0,1,0,296,100,8294400,0.9,2
0,1,1,1,0,1,0,297,100,2073600,0.9,2
0,1,1,1,0,1,0,298,100,2073600,0.1,2
0,1,1,1,0,0,0,299,100,8294400,0.1,2
0,1,1,1,0,1,0,300,400,307200,0.9,2
1,0,0,0,0,0,0,301,100,2073600,0.1,4
0,0,0,0,1,0,0,302,100,2073600,0.1,4
0,1,1,1,0,1,0,303,400,307200,0.1,2
0,1,1,1,0,1,0,304,200,307200,0.9,2
1,0,0,0,0,0,0,305,400,8294400,0.1,2
1,0,0,0,0,0,0,306,50,8294400,0.1,2
0,0,0,0,1,0,0,307,50,8294400,0.1,2
0,0,1,1,0,0,0,308,400,8294400,0.1,4
0,1,1,1,0,1,0,309,200,307200,0.1,2
0,0,1,1,0,0,0,310,50,8294400,0.1,4
0,0,0,1,0,1,0,311,50,2073600,0.9,4
0,0,0,0,1,1,0,312,100,2073600,0.1,8
0,1,0,1,0,1,0,313,100,8294400,0.1,2
0,0,1,1,0,1,0,314,100,8294400,0.1,2
0,1,1,1,0,1,0,315,400,2073600,0.1,1
0,1,1,1,0,1,0,316,400,2073600,0.9,1
0,0,1,1,0,1,0,317,400,8294400,0.1,2
1,0,0,0,0,1,0,318,100,2073600,0.1,8
0,0,1,1,0,1,0,319,400,307200,0.1,2
0,0,0,1,0,0,0,320,400,307200,0.9,8
0,0,1,1,0,1,0,321,400,307200,0.9,2
0,0,0,1,0,1,0,322,400,2073600,0.1,4
1,0,0,0,0,0,0,323,100,8294400,0.1,2
0,0,0,1,0,0,0,324,400,307200,0.1,8
0,1,1,1,0,1,0,325,50,307200,0.1,4
0,1,1,1,0,1,0,326,100,307200,0.9,4
0,1,1,1,0,1,0,327,50,307200,0.9,4
0,0,0,1,0,0,0,328,50,307200,0.9,8
0,0,1,1,0,1,0,329,100,307200,0.9,2
0,0,0,1,0,0,0,330,50,307200,0.1,8
0,0,0,1,0,0,0,331,100,307200,0.9,8
0,0,0,1,0,1,0,332,50,2073600,0.1,4
0,0,1,1,0,1,0,333,400,8294400,0.9,2
0,0,1,0,1,1,0,334,400,2073600,0.1,4
0,0,0,1,0,0,0,335,100,307200,0.1,8
0,0,0,1,0,0,0,336,400,2073600,0.9,8
0,0,0,1,0,0,0,337,400,2073600,0.1,8
0,0,1,1,0,1,0,338,400,2073600,0.9,2
0,1,1,1,0,1,0,339,100,307200,0.1,1
0,0,0,1,0,0,0,340,50,2073600,0.9,8
0,0,0,0,1,0,0,341,100,8294400,0.1,2
0,1,1,1,0,1,0,342,50,307200,0.1,1
0,0,1,1,0,1,0,343,400,2073600,0.1,2
0,0,1,1,0,1,0,344,400,2073600,0.9,4
0,1,1,1,0,1,0,345,100,307200,0.9,1
0,1,1,1,0,1,0,346,50,307200,0.9,1
0,1,1,1,0,1,0,347,200,2073600,0.1,1
0,0,0,1,0,0,0,348,50,2073600,0.1,8
1,0,1,0,0,1,0,349,400,2073600,0.1,4
1,0,0,0,0,0,0,350,400,2073600,0.1,2
1,0,0,0,0,0,0,351,50,2073600,0.1,8
0,0,1,1,0,0,0,352,400,2073600,0.9,4
0,0,0,0,1,0,0,353,50,2073600,0.1,8
0,1,1,1,0,1,0,354,200,2073600,0.9,1
1,0,0,0,0,0,0,355,50,2073600,0.1,2
0,0,0,0,1,0,0,356,50,2073600,0.1,2
0,0,0,0,0,0,1,357,50,2073600,0.1,2
0,1,0,0,1,0,0,358,50,307200,0.1,8
0,0,1,1,0,1,0,359,400,2073600,0.9,8
0,0,0,0,0,0,1,360,50,2073600,0.1,1
0,0,0,0,0,0,1,361,50,8294400,0.1,1
0,0,1,1,0,1,0,362,400,2073600,0.1,4
0,1,1,1,0,1,0,363,200,2073600,0.1,4
0,1,1,1,0,1,0,364,400,2073600,0.1,2
1,1,0,0,0,0,0,365,50,307200,0.1,8
0,1,1,1,0,1,0,366,400,2073600,0.9,2
0,0,1,1,0,1,0,367,400,2073600,0.1,8
0,0,1,1,0,1,0,368,100,2073600,0.9,4
0,0,1,1,0,1,0,369,100,2073600,0.9,8
0,1,1,1,0,1,0,370,200,2073600,0.1,2
0,0,0,0,0,0,1,371,400,8294400,0.1,1
0,1,0,0,1,0,0,372,50,2073600,0.1,8
0,0,0,0,0,0,1,373,400,2073600,0.1,1
1,1,0,0,0,0,0,374,50,2073600,0.1,8
0,1,1,1,0,1,0,375,200,2073600,0.9,2
0,1,0,0,0,0,1,376,50,307200,0.1,8
0,0,1,1,0,1,0,377,400,307200,0.9,4
0,1,0,0,0,0,1,378,50,2073600,0.1,8
0,0,1,0,0,1,1,379,400,2073600,0.1,4
0,1,1,1,0,1,0,380,100,307200,0.1,2
0,0,0,1,0,0,0,381,50,307200,0.9,1
0,0,1,0,1,1,0,382,50,2073600,0.1,4
0,0,0,1,0,0,0,383,50,307200,0.1,1
1,0,1,0,0,1,0,384,50,2073600,0.1,4
0,0,0,1,0,0,0,385,400,307200,0.9,1
0,1,1,1,0,1,0,386,50,307200,0.1,2
0,1,1,1,0,1,0,387,50,307200,0.9,2
0,0,1,1,0,1,0,388,400,307200,0.9,8
0,1,1,1,0,1,0,389,400,8294400,0.1,4
0,0,0,0,0,0,1,390,50,307200,0.1,4
0,0,1,1,0,1,0,391,400,307200,0.1,4
0,0,0,1,0,0,0,392,400,307200,0.1,1
0,0,0,0,0,0,1,393,50,307200,0.1,2
0,0,0,1,0,0,0,394,100,307200,0.9,1
0,1,1,1,0,1,0,395,400,8294400,0.9,4
0,0,0,1,0,0,0,396,100,307200,0.1,1
0,0,0,1,0,0,0,397,200,307200,0.9,1
0,0,1,1,0,0,0,398,50,2073600,0.9,4
0,0,1,1,0,1,0,399,400,307200,0.1,8
0,1,1,1,0,1,0,400,400,8294400,0.1,1
0,0,1,1,0,1,0,401,100,2073600,0.1,4
0,1,1,1,0,1,0,402,200,8294400,0.1,4
0,0,1,0,0,1,1,403,50,2073600,0.1,4
0,0,0,0,0,0,1,404,400,307200,0.1,2
0,0,1,1,0,0,0,405,400,2073600,0.1,4
0,0,0,0,1,0,0,406,400,2073600,0.1,2
0,1,1,1,0,1,0,407,200,8294400,0.1,1
0,1,1,1,0,1,0,408,400,8294400,0.1,2
0,0,1,1,0,1,0,409,100,2073600,0.1,8
0,1,1,1,0,1,0,410,400,8294400,0.9,2
0,1,1,1,0,1,0,411,200,8294400,0.1,2
0,0,0,1,0,0,0,412,200,307200,0.1,1
0,0,0,0,1,0,0,413,50,8294400,0.1,8
0,0,0,1,0,0,0,414,400,2073600,0.9,1
0,0,1,1,0,0,0,415,50,2073600,0.1,4
1,1,1,0,0,1,0,416,400,307200,0.1,2
0,1,1,0,1,0,0,417,400,307200,0.1,4
0,1,1,0,1,1,0,418,400,307200,0.1,2
1,1,1,0,0,0,0,419,400,307200,0.1,4
0,0,0,1,0,0,0,420,400,2073600,0.1,1
1,0,0,0,0,0,0,421,50,8294400,0.1,8
0,1,1,1,0,1,0,422,200,8294400,0.9,2
0,1,1,0,0,1,1,423,400,2073600,0.1,2
0,1,1,0,0,0,1,424,400,307200,0.1,4
1,1,1,0,0,1,0,425,400,2073600,0.1,2
0,0,0,0,0,0,1,426,400,8294400,0.1,8
0,0,0,1,0,0,0,427,100,2073600,0.9,1
0,1,1,0,1,1,0,428,400,2073600,0.1,2
0,1,1,0,0,1,1,429,400,307200,0.1,2
0,0,0,1,0,0,0,430,100,2073600,0.1,1
0,1,1,0,1,0,0,431,50,307200,0.1,4
0,0,0,0,0,0,1,432,400,2073600,0.1,8
0,0,0,0,1,0,0,433,100,2073600,0.1,8
0,0,0,1,0,0,0,434,50,2073600,0.9,1
1,1,1,0,0,0,0,435,50,307200,0.1,4
0,0,0,1,0,0,0,436,50,2073600,0.1,1
0,1,1,0,0,1,1,437,400,8294400,0.1,2
1,0,0,0,0,0,0,438,100,2073600,0.1,8
0,0,0,1,0,0,0,439,200,2073600,0.9,1
1,1,1,0,0,1,0,440,400,8294400,0.1,2
0,0,0,1,0,0,0,441,200,2073600,0.1,1
0,1,1,0,0,0,1,442,50,307200,0.1,4
0,0,0,1,0,0,0,443,100,2073600,0.1,8
0,0,0,0,1,0,0,444,100,8294400,0.1,8
0,1,1,0,1,1,0,445,400,8294400,0.1,2
0,0,1,0,1,1,0,446,200,307200,0.1,4
0,1,0,1,0,1,0,447,400,307200,0.9,2
0,1,1,1,0,0,0,448,400,307200,0.9,2
0,0,0,1,0,0,0,449,100,2073600,0.9,8
0,0,0,1,0,0,0,450,50,2073600,0.1,4
1,0,1,0,0,1,0,451,200,307200,0.1,4
0,0,1,1,0,0,0,452,200,307200,0.9,4
0,1,0,1,0,1,0,453,400,307200,0.1,2
0,1,1,1,0,0,0,454,400,307200,0.1,2
0,0,0,1,0,0,0,455,50,2073600,0.9,4
1,0,0,0,0,0,0,456,100,8294400,0.1,8
0,1,0,1,0,1,0,457,400,2073600,0.9,2
0,1,1,1,0,0,0,458,400,2073600,0.9,2
0,0,0,0,0,0,1,459,100,2073600,0.1,8
0,1,0,1,0,1,0,460,400,2073600,0.1,2
0,0,0,0,0,0,1,461,100,8294400,0.1,8
0,0,1,0,0,1,1,462,200,307200,0.1,4
0,0,0,0,0,0,1,463,50,2073600,0.1,8
0,1,1,1,0,0,0,464,400,2073600,0.1,2
0,0,1,1,0,0,0,465,200,307200,0.1,4
0,1,0,1,0,1,0,466,400,8294400,0.9,2
0,0,0,0,0,0,1,467,50,8294400,0.1,8
0,1,1,1,0,0,0,468,400,8294400,0.9,2
0,0,0,0,1,0,0,469,400,2073600,0.1,8
0,1,0,1,0,1,0,470,400,8294400,0.1,2
1,0,0,0,0,0,0,471,400,2073600,0.1,8
0,0,0,0,1,0,0,472,400,8294400,0.1,8
0,0,0,1,0,0,0,473,400,2073600,0.9,4
0,1,1,0,1,0,0,474,200,307200,0.1,4
0,1,1,1,0,0,0,475,400,8294400,0.1,2
1,0,0,0,0,0,0,476,400,8294400,0.1,8
0,0,0,0,0,0,1,477,400,2073600,0.1,4
1,1,1,0,0,0,0,478,200,307200,0.1,4
0,0,0,1,0,0,0,479,400,2073600,0.1,4
0,0,0,1,0,0,0,480,100,2073600,0.9,4
0,0,0,1,0,0,0,481,100,2073600,0.1,4
0,0,0,0,0,0,1,482,400,2073600,0.1,2
0,1,1,0,0,0,1,483,200,307200,0.1,4
0,0,1,0,1,1,0,484,100,307200,0.1,4
1,1,1,0,0,1,0,485,100,307200,0.1,2
0,0,0,1,0,0,0,486,50,8294400,0.9,4
1,0,1,0,0,1,0,487,100,307200,0.1,4
0,0,1,1,0,0,0,488,100,307200,0.9,4
0,0,0,0,0,0,1,489,400,8294400,0.1,4
0,1,1,0,1,1,0,490,100,307200,0.1,2
0,0,1,0,0,1,1,491,100,307200,0.1,4
1,1,1,0,0,1,0,492,100,2073600,0.1,2
0,0,0,0,0,0,1,493,400,8294400,0.1,2
0,0,0,0,0,0,1,494,50,8294400,0.1,4
0,0,1,1,0,0,0,495,100,307200,0.1,4
0,1,1,0,1,0,0,496,100,307200,0.1,4
0,0,0,1,0,0,0,497,50,8294400,0.1,4
0,1,1,0,1,1,0,498,100,2073600,0.1,2
1,1,1,0,0,0,0,499,100,307200,0.1,4
0,0,0,0,0,0,1,500,50,8294400,0.1,2
0,1,1,0,0,0,1,501,100,307200,0.1,4
0,1,1,0,0,1,1,502,100,307200,0.1,2
0,0,0,1,0,0,0,503,400,8294400,0.9,4
0,0,0,0,0,0,1,504,50,2073600,0.1,4
